company_id;company_name;date_first_certified;date_certified;current_status;industry;industry_category;country;state;city;sector;size;website;assessment_year;overall_score;impact_area_community;impact_area_customers;impact_area_environment;impact_area_governance;impact_area_workers;certification_cycle
001C0000013HZ8NIAW;RiskSOURCE Clark-Theders;10/04/13;10/04/13;de-certified;Insurance;Financial Services;United States;Ohio;West Chester;Service with Minor Environmental Footprint;Oct-49;www.risksource.com;2012;81.8;21.1;8.4;2.6;16.5;33.1;2.0
001C0000013yT22IAE;CSM Sport and Entertainment;01/02/16;30/06/17;de-certified;Marketing & Communications Services;Business Products & Services;United States;New York;New York;Service with Minor Environmental Footprint;50-249;www.csm.com;2017;80.2;21.8;6.3;10.9;14.9;26.3;1.0
001C0000013yT22IAE;CSM Sport and Entertainment;01/02/16;01/02/16;de-certified;Marketing & Communications Services;Business Products & Services;United States;New York;New York;Service with Minor Environmental Footprint;50-249;www.csm.com;2014;85.9;26.2;7.5;10.9;11.0;30.3;2.0
001C0000015oAadIAE;Carolyn Tate & Co.;27/08/14;17/03/17;de-certified;Other;Business Products & Services;Australia;Victoria;Clifton Hill;Service with Minor Environmental Footprint;0;www.carolyntate.co;2016;80.2;49.4;18.3;4.6;7.9;;1.0
001C0000015oAadIAE;Carolyn Tate & Co.;27/08/14;27/08/14;de-certified;Other;Business Products & Services;Australia;Victoria;Clifton Hill;Service with Minor Environmental Footprint;0;www.carolyntate.co;2014;80.7;46.7;20.0;10.2;3.7;0.0;2.0
001C0000015rSY2IAM;Kimpacto, Inc.;24/07/13;28/01/16;de-certified;Other;Financial Services;United States;California;San Francisco;Service with Minor Environmental Footprint;0;www.kimpacto.com;2016;139.7;40.4;72.2;7.1;19.9;0.0;1.0
001C0000015rSY2IAM;Kimpacto, Inc.;24/07/13;24/07/13;de-certified;Other;Financial Services;United States;California;San Francisco;Service with Minor Environmental Footprint;0;www.kimpacto.com;2013;80.8;33.5;30.2;5.5;11.5;0.0;2.0
001C0000018NSUxIAO;Group 113;04/02/16;13/06/18;de-certified;Marketing & Communications Services;Business Products & Services;United States;New York;Woodside;Service with Minor Environmental Footprint;01-Sep;www.group113.com;2017;114.0;50.3;10.4;13.4;10.0;29.7;1.0
001C0000018NSUxIAO;Group 113;04/02/16;04/02/16;de-certified;Marketing & Communications Services;Business Products & Services;United States;New York;Woodside;Service with Minor Environmental Footprint;01-Sep;www.group113.com;2016;90.9;27.2;11.0;12.4;5.5;34.9;2.0
001C0000019Kf1gIAC;Aqualify;23/01/14;23/01/14;de-certified;Research & Design;Business Products & Services;Peru;Pucallpa;Pucallpa;Service with Minor Environmental Footprint;Oct-49;www.engeenuity.com;2013;150.8;57.9;6.2;34.5;12.8;39.3;1.0
001C0000019tOwNIAU;Evox OmniMedia, PBC;28/04/15;03/01/18;de-certified;Home & Personal Care;Consumer Products & Services;United States;California;Mariposa;Wholesale/Retail;0;evoxtelevision.com;2017;85.9;40.3;0.0;24.4;21.2;;1.0
001C0000019tOwNIAU;Evox OmniMedia, PBC;28/04/15;28/04/15;de-certified;Home & Personal Care;Consumer Products & Services;United States;California;Mariposa;Wholesale/Retail;0;evoxtelevision.com;2015;94.3;26.4;33.0;17.3;17.6;0.0;2.0
001C000001cjMITIA2;XENSHA;06/11/17;06/11/17;de-certified;Other;Business Products & Services;United States;Virginia;Alexandria;Service with Minor Environmental Footprint;01-Sep;www.xensha.coop;2017;91.6;21.4;1.8;2.9;16.9;48.6;1.0
001C000001HXllPIAT;Artifex Financial Group;16/10/14;16/10/14;de-certified;Investment Advisor;Financial Services;United States;Ohio;Oakwood;Service with Minor Environmental Footprint;01-Sep;www.artifexfinancial.com;2014;100.3;24.5;28.1;5.1;8.0;34.5;1.0
001C000001iyZ2zIAE;MindFull;24/06/19;24/06/19;de-certified;Food & Beverage;Consumer Products & Services;Canada;Ontario;Ottawa;Wholesale/Retail;01-Sep;www.mindfull.com;2019;91.9;18.6;3.8;27.5;18.0;23.8;1.0
001C000001KooyJIAR;Yapacopia Inc.;20/03/15;22/03/17;de-certified;Insurance;Financial Services;United States;California;San Francisco;Service with Minor Environmental Footprint;0;yapacopia.com;2017;107.1;83.9;0.0;7.7;15.5;;1.0
001C000001KooyJIAR;Yapacopia Inc.;20/03/15;20/03/15;de-certified;Insurance;Financial Services;United States;California;San Francisco;Service with Minor Environmental Footprint;0;yapacopia.com;2015;103.6;86.2;0.0;9.0;8.4;0.0;2.0
0018000000OO2kRAAT;Organic Planet LLC;31/12/08;20/07/16;de-certified;Other;Business Products & Services;United States;Pennsylvania;Philadelphia;Service with Significant Environmental Footprint;0;;2016;101.3;57.6;21.0;12.2;10.5;;1.0
0018000000OO2kRAAT;Organic Planet LLC;31/12/08;10/01/14;de-certified;Other;Business Products & Services;United States;Pennsylvania;Philadelphia;Service with Significant Environmental Footprint;0;;2013;97.7;45.8;20.1;18.5;13.1;0.0;2.0
0018000000YcbdSAAR;Source Intelligence;18/02/10;16/01/18;de-certified;Sustainability Consulting;Business Products & Services;United States;California;Carlsbad;Service with Minor Environmental Footprint;50-249;www.sourceintelligence.com;2017;81.2;17.0;21.2;8.9;14.4;19.7;1.0
0018000000YcbdSAAR;Source Intelligence;18/02/10;07/03/14;de-certified;Sustainability Consulting;Business Products & Services;United States;California;Carlsbad;Service with Minor Environmental Footprint;01-Sep;www.sourceintelligence.com;2012;81.2;11.9;0.0;23.9;13.7;31.5;2.0
001C000000yihQDIAY;Good for Business;22/01/10;23/11/16;de-certified;Marketing & Communications Services;Business Products & Services;United States;New York;Rochester;Service with Minor Environmental Footprint;0;goodforbusiness.com;2016;80.5;29.9;28.6;6.4;15.6;;1.0
001C000000yihQDIAY;Good for Business;22/01/10;04/12/14;de-certified;Marketing & Communications Services;Business Products & Services;United States;New York;Rochester;Service with Minor Environmental Footprint;0;goodforbusiness.com;2014;81.8;39.0;20.8;12.0;9.8;0.0;2.0
001C000000yihQDIAY;Good for Business;22/01/10;29/05/12;de-certified;Marketing & Communications Services;Business Products & Services;United States;New York;Rochester;Service with Minor Environmental Footprint;01-Sep;goodforbusiness.com;2012;125.0;26.9;35.9;14.5;14.1;33.6;3.0
001C000000yj2ahIAA;Zero to Go;09/01/13;24/03/16;de-certified;Other;Business Products & Services;United States;New York;Beacon;Service with Minor Environmental Footprint;01-Sep;www.zerotogo.org;2015;86.7;20.0;0.0;38.2;13.0;15.5;1.0
001C000000yj2ahIAA;Zero to Go;09/01/13;09/01/13;de-certified;Other;Business Products & Services;United States;New York;Beacon;Service with Minor Environmental Footprint;0;www.zerotogo.org;2012;81.3;19.2;0.0;47.9;14.2;0.0;2.0
001C000001Sz86lIAB;Vivid Technology;28/06/18;28/06/18;de-certified;Energy Efficiency & Consulting;Energy & Environmental Services;Australia;Victoria;Melbourne;Service with Significant Environmental Footprint;Oct-49;www.vividtechnology.com.au;2017;87.6;16.4;0.0;43.0;8.0;20.1;1.0
001C0000012DukZIAS;Sustrana LLC;25/05/11;31/07/17;de-certified;Sustainability Consulting;Business Products & Services;United States;Pennsylvania;Devon;Service with Minor Environmental Footprint;01-Sep;www.sustrana.com;2017;118.9;34.5;29.6;14.2;15.3;25.3;1.0
001C0000012DukZIAS;Sustrana LLC;25/05/11;18/06/15;de-certified;Sustainability Consulting;Business Products & Services;United States;Pennsylvania;Devon;Service with Minor Environmental Footprint;01-Sep;www.sustrana.com;2015;114.0;30.3;26.7;13.8;18.0;25.2;2.0
001C0000012DukZIAS;Sustrana LLC;25/05/11;13/05/13;de-certified;Sustainability Consulting;Business Products & Services;United States;Pennsylvania;Devon;Service with Minor Environmental Footprint;01-Sep;www.sustrana.com;2013;116.8;28.7;0.0;41.7;13.8;32.6;3.0
001C0000012GOhUIAW;Dumbo Feather;03/06/13;17/08/18;de-certified;Print Publications;Media;Australia;Victoria;Melbourne;Service with Minor Environmental Footprint;01-Sep;dumbofeather.com;2017;89.1;20.7;26.6;10.3;8.3;23.0;1.0
001C0000012GOhUIAW;Dumbo Feather;03/06/13;14/12/15;de-certified;Print Publications;Media;Australia;Victoria;Melbourne;Service with Minor Environmental Footprint;01-Sep;dumbofeather.com;2015;89.9;24.9;26.9;12.1;8.8;17.0;2.0
001C0000012GOhUIAW;Dumbo Feather;03/06/13;03/06/13;de-certified;Print Publications;Media;Australia;Victoria;Melbourne;Service with Minor Environmental Footprint;01-Sep;dumbofeather.com;2012;104.9;18.3;30.0;9.4;15.5;31.6;3.0
001C0000015ozn2IAA;Impact Tech Pty Ltd;20/11/13;20/11/13;de-certified;IT Software & Services/Web Design;Business Products & Services;Australia;Victoria;St Kilda;Service with Minor Environmental Footprint;0;www.impactbydesign.co;2013;85.7;12.4;44.1;13.4;15.7;0.0;1.0
001C0000015Rl2KIAS;The Eco Laundry Company;03/10/13;23/11/15;de-certified;Home & Personal Care;Consumer Products & Services;United States;New York;New York;Service with Significant Environmental Footprint;01-Sep;www.ecolaundrycompany.com;2015;86.3;30.6;0.0;25.7;14.2;15.7;1.0
001C0000015Rl2KIAS;The Eco Laundry Company;03/10/13;03/10/13;de-certified;Home & Personal Care;Consumer Products & Services;United States;New York;New York;Service with Significant Environmental Footprint;01-Sep;www.ecolaundrycompany.com;2013;83.6;25.3;0.0;23.5;12.1;22.5;2.0
001C000001AizFJIAZ;Scoutcomms, Inc.;03/06/15;06/07/17;de-certified;Marketing & Communications Services;Business Products & Services;United States;Virginia;Fredericksburg;Service with Minor Environmental Footprint;01-Sep;www.scoutcommsusa.com;2017;125.1;46.9;22.8;7.7;16.2;31.5;1.0
001C000001AizFJIAZ;Scoutcomms, Inc.;03/06/15;03/06/15;de-certified;Marketing & Communications Services;Business Products & Services;United States;Virginia;Fredericksburg;Service with Minor Environmental Footprint;01-Sep;www.scoutcommsusa.com;2015;115.6;28.4;39.7;7.1;15.9;24.5;2.0
001C000001CGFjrIAH;The Sox Box;03/03/14;03/03/14;de-certified;Apparel, Footwear & Accessories;Consumer Products & Services;United States;California;Monterey;Wholesale/Retail;0;www.thesoxbox.com;2014;81.2;64.1;0.0;8.5;8.4;0.0;1.0
001C000000r5fPFIAY;New Resource Bank;08/06/10;20/11/17;de-certified;Credit Provider;Financial Services;United States;California;San Francisco;Service with Minor Environmental Footprint;50-249;newresourcebank.com;2017;137.6;30.2;31.1;25.4;16.6;32.4;1.0
001C000000r5fPFIAY;New Resource Bank;08/06/10;10/09/15;de-certified;Credit Provider;Financial Services;United States;California;San Francisco;Service with Minor Environmental Footprint;Oct-49;newresourcebank.com;2015;130.5;44.7;26.5;16.3;12.2;30.8;2.0
001C000000r5fPFIAY;New Resource Bank;08/06/10;16/10/14;de-certified;Credit Provider;Financial Services;United States;California;San Francisco;Service with Minor Environmental Footprint;Oct-49;newresourcebank.com;2013;141.2;37.5;37.9;14.7;19.4;31.6;3.0
001C000000r5fPFIAY;New Resource Bank;08/06/10;24/07/12;de-certified;Credit Provider;Financial Services;United States;California;San Francisco;Service with Minor Environmental Footprint;Oct-49;newresourcebank.com;2012;123.7;20.7;42.5;13.3;18.8;28.5;4.0
001C000000zio4pIAA;Fulcrum Creatives;29/10/14;20/12/16;de-certified;Marketing & Communications Services;Business Products & Services;United States;Ohio;Columbus;Service with Minor Environmental Footprint;01-Sep;www.fulcrumcreatives.com;2016;94.6;44.5;12.5;6.4;13.4;17.8;1.0
001C000000zio4pIAA;Fulcrum Creatives;29/10/14;29/10/14;de-certified;Marketing & Communications Services;Business Products & Services;United States;Ohio;Columbus;Service with Minor Environmental Footprint;01-Sep;www.fulcrumcreatives.com;2014;98.4;26.2;27.9;9.5;9.7;25.1;2.0
001C0000016YHeaIAG;Best Energy;02/07/13;18/01/18;de-certified;Machinery & Equipment;Business Products & Services;Chile;Santiago;Santiago;Service with Significant Environmental Footprint;Oct-49;www.best-energy.cl;2017;118.4;33.1;0.0;46.0;15.8;23.5;1.0
001C0000016YHeaIAG;Best Energy;02/07/13;29/09/15;de-certified;Machinery & Equipment;Business Products & Services;Chile;Santiago;Santiago;Service with Significant Environmental Footprint;Oct-49;www.best-energy.cl;2015;112.5;25.3;0.0;50.5;14.2;22.6;2.0
001C0000016YHeaIAG;Best Energy;02/07/13;02/07/13;de-certified;Machinery & Equipment;Business Products & Services;Chile;Santiago;Santiago;Service with Significant Environmental Footprint;01-Sep;www.best-energy.cl;2013;91.7;13.2;0.0;49.4;4.9;24.2;3.0
001C000001DximDIAR;GreenHouse Eco-Cleaning;06/06/14;14/09/17;de-certified;Facilities, Grounds & Maintenance;Business Products & Services;United States;New York;Brooklyn;Service with Significant Environmental Footprint;Oct-49;www.greenhouseecocleaning.com;2016;105.1;58.9;0.0;17.8;12.5;15.9;1.0
001C000001DximDIAR;GreenHouse Eco-Cleaning;06/06/14;12/11/15;de-certified;Facilities, Grounds & Maintenance;Business Products & Services;United States;New York;Brooklyn;Service with Significant Environmental Footprint;Oct-49;www.greenhouseecocleaning.com;2015;112.1;65.4;0.0;21.7;8.1;16.9;2.0
001C000001UBgO5IAL;Donegood, PBC;20/12/16;20/12/16;de-certified;IT Software & Services/Web Design;Business Products & Services;United States;Massachusetts;Somerville;Service with Minor Environmental Footprint;01-Sep;donegood.co;2016;103.2;33.3;13.3;8.6;19.8;28.2;1.0
001C000000v7gYoIAI;Moving Forward Education;09/01/12;01/07/16;de-certified;Education & Training Services;Education & Training Services;United States;California;Emeryville;Service with Minor Environmental Footprint;Oct-49;girlsmovingforward.com;2016;147.0;65.6;45.5;2.9;14.6;18.4;1.0
001C000000v7gYoIAI;Moving Forward Education;09/01/12;16/04/14;de-certified;Education & Training Services;Education & Training Services;United States;California;Emeryville;Service with Minor Environmental Footprint;Oct-49;girlsmovingforward.com;2014;119.4;24.4;52.1;4.3;16.0;22.5;2.0
001C000000v7gYoIAI;Moving Forward Education;09/01/12;09/01/12;de-certified;Education & Training Services;Education & Training Services;United States;California;Emeryville;Service with Minor Environmental Footprint;Oct-49;girlsmovingforward.com;2012;131.4;26.3;59.2;4.3;18.2;23.4;3.0
0013b00001nEGGYAA4;Timmerman Plasje;19/08/19;19/08/19;de-certified;Food & Beverage;Consumer Products & Services;South Africa;Western Cape;Cape Town;Manufacturing;01-Sep;www.esqvodka.co.za;2019;88.2;29.8;0.3;22.1;7.0;28.8;1.0
001C000001Yt40bIAB;Career Aviators;12/04/17;12/04/17;de-certified;HR Consulting & Recruiting;Business Products & Services;Canada;Ontario;Guelph;Service with Minor Environmental Footprint;0;www.careeraviators.com;2017;94.6;68.7;20.4;0.0;5.5;;1.0
001C000001VadhmIAB;Actimpact SL;20/06/16;20/06/16;de-certified;Management and Financial Consulting;Business Products & Services;Spain;Alicante;El Campello;Service with Minor Environmental Footprint;0;www.actimpact.com;2016;81.7;46.1;13.1;14.0;8.5;;1.0
001C000000zj9oSIAQ;Mission Hub LLC;24/09/12;20/01/17;de-certified;Office Products & Printing;Business Products & Services;United States;California;San Francisco;Service with Minor Environmental Footprint;Oct-49;www.mission-hub.com;2017;81.1;17.2;14.8;9.7;14.6;24.8;1.0
001C000000zj9oSIAQ;Mission Hub LLC;24/09/12;11/10/13;de-certified;Office Products & Printing;Business Products & Services;United States;California;San Francisco;Service with Minor Environmental Footprint;Oct-49;www.mission-hub.com;2013;86.2;18.8;17.3;9.1;12.7;28.2;2.0
001C000000zj9oSIAQ;Mission Hub LLC;24/09/12;24/09/12;de-certified;Office Products & Printing;Business Products & Services;United States;California;San Francisco;Service with Minor Environmental Footprint;Oct-49;www.mission-hub.com;2012;87.8;23.2;17.3;9.1;12.7;25.4;3.0
001C000000tOqZgIAK;Goodmans Interior Structures;02/09/11;05/08/16;de-certified;Housewares, Home Furnishings, & Accessories;Consumer Products & Services;United States;Arizona;Phoenix;Wholesale/Retail;50-249;www.goodmans.info;2016;83.4;18.8;0.0;27.9;16.0;20.7;1.0
001C000000tOqZgIAK;Goodmans Interior Structures;02/09/11;20/06/14;de-certified;Housewares, Home Furnishings, & Accessories;Consumer Products & Services;United States;Arizona;Phoenix;Wholesale/Retail;50-249;www.goodmans.info;2014;82.2;19.6;0.0;32.2;9.2;21.2;2.0
001C000001c9wt5IAA;Feynman Group, Inc.;20/03/18;20/03/18;de-certified;IT Software & Services/Web Design;Business Products & Services;United States;Oregon;Eugene;Service with Minor Environmental Footprint;Oct-49;www.feynmangroup.com;2017;81.0;29.4;1.0;9.7;11.9;29.0;1.0
001C000001k9erDIAQ;Beyond Content Studio;26/02/20;26/02/20;de-certified;Marketing & Communications Services;Business Products & Services;United States;Georgia;Decatur;Service with Minor Environmental Footprint;0;www.beyondcontentstudio.com;2019;85.6;49.3;20.8;5.7;9.7;;1.0
001C000001Q4PlXIAV;Future State;28/10/15;11/01/18;de-certified;Management and Financial Consulting;Business Products & Services;United States;California;Oakland;Service with Minor Environmental Footprint;50-249;www.futurestate.com;2017;116.3;26.3;0.6;6.4;18.1;64.9;1.0
001C000001Q4PlXIAV;Future State;28/10/15;28/10/15;de-certified;Management and Financial Consulting;Business Products & Services;United States;California;Oakland;Service with Minor Environmental Footprint;50-249;www.futurestate.com;2015;99.4;17.6;1.9;6.4;10.1;63.4;2.0
001C0000019MfUuIAK;62ABOVE;15/07/14;10/01/17;de-certified;Marketing & Communications Services;Business Products & Services;United States;California;San Diego;Service with Minor Environmental Footprint;Oct-49;theideabrand.com;2016;80.5;21.6;1.6;10.0;20.5;26.8;1.0
001C0000019MfUuIAK;62ABOVE;15/07/14;15/07/14;de-certified;Marketing & Communications Services;Business Products & Services;United States;California;San Diego;Service with Minor Environmental Footprint;Oct-49;theideabrand.com;2014;81.6;24.3;1.0;9.8;18.3;28.4;2.0
001C0000014wxcTIAQ;Woodfold Mfg., Inc.;22/04/13;17/03/15;de-certified;Building Materials;Building;United States;Oregon;Forest Grove;Manufacturing;50-249;;2015;100.5;16.1;0.0;17.1;8.3;59.0;1.0
001C0000014wxcTIAQ;Woodfold Mfg., Inc.;22/04/13;22/10/14;de-certified;Building Materials;Building;United States;Oregon;Forest Grove;Manufacturing;50-249;;2013;102.0;12.4;;21.0;12.0;56.6;2.0
001C000001SzGs9IAF;Ming Yung Enterprise Co.,Ltd;24/03/16;24/03/16;de-certified;Restaurant;Restaurant, Hospitality & Travel;Taiwan;New Taipei City;New Taipei City;Service with Significant Environmental Footprint;50-249;www.mygfood.com;2016;162.0;108.2;0.0;13.4;16.6;23.7;1.0
001C0000014xE42IAE;The Detailing Knights;08/07/13;11/02/16;de-certified;Home & Personal Care;Consumer Products & Services;Canada;Ontario;Brampton;Service with Minor Environmental Footprint;Oct-49;www.detailingknights.com;2015;137.0;70.3;0.0;21.2;14.9;30.6;1.0
001C0000014xE42IAE;The Detailing Knights;08/07/13;08/07/13;de-certified;Home & Personal Care;Consumer Products & Services;Canada;Ontario;Brampton;Service with Minor Environmental Footprint;0;www.detailingknights.com;2013;83.5;37.7;0.0;25.4;20.3;0.0;2.0
001C000001YEAhSIAX;TeleMed Health Services;12/12/16;12/12/16;de-certified;Healthcare Providers;Health & Human Services;Australia;Western Australia;Perth;Service with Minor Environmental Footprint;01-Sep;www.telemed.net.au;2016;119.8;27.0;53.0;3.7;7.9;28.2;1.0
001C000001afBnrIAE;Highlander;29/11/17;29/11/17;de-certified;Investment Advisor;Financial Services;United States;Colorado;Boulder;Service with Minor Environmental Footprint;0;www.highlanderwealth.com;2017;90.4;18.9;46.4;13.8;10.2;;1.0
001C000001SzQqbIAF;eWaste Tech Systems, LLC;21/06/16;21/06/16;de-certified;IT Software & Services/Web Design;Business Products & Services;United States;Virginia;Richmond;Service with Significant Environmental Footprint;Oct-49;www.ewastetech.com;2016;105.3;47.0;0.0;35.1;7.1;16.1;1.0
001C000000xCAuWIAW;Byoearth;09/08/13;09/08/13;de-certified;Machinery & Equipment;Business Products & Services;Guatemala;Quetzaltenango;Guatemala;Manufacturing;01-Sep;www.byoearth.com;2013;128.4;23.2;44.9;38.8;2.6;18.8;1.0
001C000001QzBr2IAF;MakerKids;30/11/15;30/11/15;de-certified;Education & Training Services;Education & Training Services;Canada;Ontario;Toronto;Service with Minor Environmental Footprint;01-Sep;makerkids.com;2015;89.7;17.5;25.1;5.9;13.8;27.2;1.0
001C0000015R978IAC;Cambridge Naturals;15/09/14;06/12/16;de-certified;Food & Beverage;Consumer Products & Services;United States;Massachusetts;Cambridge;Wholesale/Retail;Oct-49;www.cambridgenaturals.com;2016;86.2;30.4;0.5;20.8;14.6;19.9;1.0
001C0000015R978IAC;Cambridge Naturals;15/09/14;15/09/14;de-certified;Food & Beverage;Consumer Products & Services;United States;Massachusetts;Cambridge;Wholesale/Retail;Oct-49;www.cambridgenaturals.com;2014;80.4;28.5;4.9;20.6;7.9;18.5;2.0
001C000000ykKcwIAE;Britec Ltda.;11/07/12;30/10/14;de-certified;Electronics;Consumer Products & Services;Chile;Santiago;Santiago;Wholesale/Retail;Oct-49;britec.cl;2014;87.6;42.5;0.0;17.1;10.9;17.1;1.0
001C000000ykKcwIAE;Britec Ltda.;11/07/12;11/07/12;de-certified;Electronics;Consumer Products & Services;Chile;Santiago;Santiago;Wholesale/Retail;Oct-49;britec.cl;2012;107.0;33.7;0.0;46.6;2.7;24.1;2.0
001C000000zkK2FIAU;Your Message Media;25/07/12;30/12/14;de-certified;Marketing & Communications Services;Business Products & Services;United States;California;San Francisco;Service with Minor Environmental Footprint;0;yourmessagemedia.com;2014;105.4;45.8;34.4;13.8;11.4;0.0;1.0
001C000000zkK2FIAU;Your Message Media;25/07/12;25/07/12;de-certified;Marketing & Communications Services;Business Products & Services;United States;California;San Francisco;Service with Minor Environmental Footprint;0;yourmessagemedia.com;2012;82.8;18.0;44.6;5.1;14.9;0.0;2.0
001C0000011Y2IwIAK;Eudaimonia;01/10/12;27/10/15;de-certified;Sustainability Consulting;Business Products & Services;Canada;Alberta;Calgary;Service with Minor Environmental Footprint;0;creatingeudaimonia.com;2015;149.4;68.3;54.9;13.2;13.1;0.0;1.0
001C0000011Y2IwIAK;Eudaimonia;01/10/12;02/01/14;de-certified;Sustainability Consulting;Business Products & Services;Canada;Alberta;Calgary;Service with Minor Environmental Footprint;01-Sep;creatingeudaimonia.com;2013;101.9;31.2;6.2;14.9;18.4;31.0;2.0
001C0000011Y2IwIAK;Eudaimonia;01/10/12;01/10/12;de-certified;Sustainability Consulting;Business Products & Services;Canada;Alberta;Calgary;Service with Minor Environmental Footprint;0;creatingeudaimonia.com;2012;121.9;37.2;57.6;8.9;18.1;0.0;3.0
001C000000rqcOsIAI;Murex Investments;05/03/12;07/10/13;de-certified;Equity Investor - Developed Markets;Financial Services;United States;Pennsylvania;Philadelphia;Service with Minor Environmental Footprint;0;www.murexinvests.com;2013;80.4;12.8;46.2;3.8;17.5;0.0;1.0
001C000000v9O4BIAU;Honeyman Sustainability Consulting, LLC;11/01/12;11/01/12;de-certified;Sustainability Consulting;Business Products & Services;United States;California;San Carlos;Service with Minor Environmental Footprint;0;;2012;83.0;10.2;0.0;54.9;17.8;0.0;1.0
001C000000wCmlpIAC;Borden Communications + Design Inc.;28/12/11;15/07/16;de-certified;Marketing & Communications Services;Business Products & Services;Canada;Ontario;Toronto;Service with Minor Environmental Footprint;01-Sep;www.bordencom.com;2016;109.0;44.8;12.1;7.6;14.1;30.4;1.0
001C000000wCmlpIAC;Borden Communications + Design Inc.;28/12/11;20/03/14;de-certified;Marketing & Communications Services;Business Products & Services;Canada;Ontario;Toronto;Service with Minor Environmental Footprint;01-Sep;www.bordencom.com;2014;86.4;25.8;13.3;10.3;15.5;21.4;2.0
001C000000wCmlpIAC;Borden Communications + Design Inc.;28/12/11;28/12/11;de-certified;Marketing & Communications Services;Business Products & Services;Canada;Ontario;Toronto;Service with Minor Environmental Footprint;01-Sep;www.bordencom.com;2011;101.9;36.3;15.0;12.7;14.9;22.9;3.0
001C000000wCRlUIAW;Seed Consulting Services Pty Ltd;23/06/15;14/07/17;de-certified;Sustainability Consulting;Business Products & Services;Australia;South Australia;Adelaide;Service with Minor Environmental Footprint;01-Sep;www.seedcs.com.au;2017;95.5;27.1;0.0;35.1;11.5;21.8;1.0
001C000000wCRlUIAW;Seed Consulting Services Pty Ltd;23/06/15;24/06/15;de-certified;Sustainability Consulting;Business Products & Services;Australia;South Australia;Adelaide;Service with Minor Environmental Footprint;01-Sep;www.seedcs.com.au;2015;96.0;24.0;3.8;38.7;8.6;20.8;2.0
001C0000013u1sHIAQ;Mountain Challenge;28/01/13;09/01/17;de-certified;Travel & Leisure;Restaurant, Hospitality & Travel;United States;Tennessee;Maryville;Service with Minor Environmental Footprint;01-Sep;www.mtnchallenge.com;2017;80.5;17.9;21.3;9.5;12.4;19.4;1.0
001C0000013u1sHIAQ;Mountain Challenge;28/01/13;03/12/14;de-certified;Travel & Leisure;Restaurant, Hospitality & Travel;United States;Tennessee;Maryville;Service with Minor Environmental Footprint;Oct-49;www.mtnchallenge.com;2014;103.8;22.8;36.1;13.6;15.6;15.6;2.0
001C0000013u1sHIAQ;Mountain Challenge;28/01/13;28/01/13;de-certified;Travel & Leisure;Restaurant, Hospitality & Travel;United States;Tennessee;Maryville;Service with Minor Environmental Footprint;Oct-49;www.mtnchallenge.com;2012;107.7;16.7;41.9;16.2;13.7;19.1;3.0
0018000000eIcP5AAK;Green Grove Group;18/04/12;18/04/12;de-certified;Sustainability Consulting;Business Products & Services;United States;Texas;Fulshear;Service with Minor Environmental Footprint;0;greengrovegroup.com;2012;105.5;46.0;0.0;39.5;19.9;0.0;1.0
0018000000gKKHBAA4;Mission Markets;16/08/10;28/01/14;de-certified;Other;Financial Services;United States;New York;Brooklyn;Service with Minor Environmental Footprint;Oct-49;www.missionmarkets.com;2014;95.7;15.0;32.3;7.0;14.0;27.2;1.0
0018000000OO2l0AAD;TheGreenOffice.com;04/12/07;25/07/16;de-certified;Office Products & Printing;Business Products & Services;United States;California;San Francisco;Wholesale/Retail;0;thegreenoffice.com;2016;94.5;35.3;0.0;36.4;22.8;;1.0
0018000000OO2l0AAD;TheGreenOffice.com;04/12/07;30/10/13;de-certified;Office Products & Printing;Business Products & Services;United States;California;San Francisco;Wholesale/Retail;01-Sep;thegreenoffice.com;2013;96.0;16.0;0.0;42.5;10.2;27.1;2.0
001C000000r5f6lIAA;RSF Capital Management PBC;30/03/09;11/04/17;de-certified;Other;Financial Services;United States;California;San Francisco;Service with Minor Environmental Footprint;01-Sep;rsfsocialfinance.org;2017;145.1;50.1;37.5;7.7;23.3;26.5;1.0
001C000000r5f6lIAA;RSF Capital Management PBC;30/03/09;09/01/15;de-certified;Other;Financial Services;United States;California;San Francisco;Service with Minor Environmental Footprint;01-Sep;rsfsocialfinance.org;2014;152.2;50.2;40.1;9.9;22.6;29.4;2.0
001C000000r5f6lIAA;RSF Capital Management PBC;30/03/09;27/12/12;de-certified;Other;Financial Services;United States;California;San Francisco;Service with Minor Environmental Footprint;01-Sep;rsfsocialfinance.org;2012;165.3;55.2;50.4;9.8;17.7;32.1;3.0
001C000000uNVZQIA4;Emerge Financial Wellness;28/05/10;17/04/13;de-certified;Other;Financial Services;United States;Tennessee;Nashville;Service with Minor Environmental Footprint;01-Sep;www.emergebenefit.com;2012;156.5;53.5;56.2;6.1;15.3;25.4;1.0
001C000000wEqKpIAK;Institute B;04/04/12;04/04/12;de-certified;Home & Personal Care;Consumer Products & Services;Canada;British Columbia;Vancouver;Service with Minor Environmental Footprint;Oct-49;InstituteB.com;2013;87.4;23.1;11.7;9.7;13.9;28.9;1.0
001C000000wEqKpIAK;Institute B;04/04/12;04/04/12;de-certified;Home & Personal Care;Consumer Products & Services;Canada;British Columbia;Vancouver;Service with Minor Environmental Footprint;Oct-49;InstituteB.com;2012;91.1;25.6;11.7;9.7;13.9;30.1;2.0
